time_s,voltage_v,current_a,ah,soc
11340.02099968493,4.00173,-0.14536,-0.41734,0.1491065351714198
11400.026005133986,4.00109,-0.14536,-0.41976,0.14991392310464025
11460.025005787611,3.9998,-0.14454,-0.42218,0.15072131103786057
11520.016000047326,3.99916,-0.14454,-0.42459,0.15152536265730732
11580.028006061912,3.99787,-0.14454,-0.42701,0.15233275059052764
11640.025005117059,3.99723,-0.14454,-0.42942,0.15313680220997428
11700.027003139257,3.99659,-0.14536,-0.43184,0.15394419014319471
11760.017001628876,3.9953,-0.14454,-0.43426,0.15475157807641504
11820.018999651074,3.99466,-0.14454,-0.43667,0.15555562969586167
11880.017004534602,3.99337,-0.14454,-0.43909,0.1563630176290821
11940.019998326898,3.99273,-0.14454,-0.4415,0.15716706924852875
12000.020004808903,3.99144,-0.14536,-0.44392,0.15797445718174907
12060.02099700272,3.9908,-0.14536,-0.44634,0.1587818451149695
12120.016004517674,3.99015,-0.14536,-0.44875,0.15958589673441614
12180.023997277021,3.98887,-0.14536,-0.45117,0.16039328466763636
12240.024003759027,3.98758,-0.14454,-0.45358,0.16119733628708321
12300.0180054456,3.98694,-0.14454,-0.456,0.16200472422030354
12360.018997639418,3.98629,-0.14536,-0.45842,0.16281211215352376
12420.022001489997,3.98501,-0.14536,-0.46083,0.1636161637729706
12480.021002143621,3.98436,-0.14536,-0.46325,0.16442355170619094
12540.025997534394,3.98372,-0.14536,-0.46566,0.16522760332563768
12600.01900345087,3.98243,-0.14454,-0.46808,0.166034991258858
12660.02600044012,3.98179,-0.14454,-0.4705,0.16684237919207823
12720.022999495268,3.9805,-0.14536,-0.47291,0.16764643081152508
12780.026003345847,3.97986,-0.14536,-0.47533,0.1684538187447454
12840.021000802517,3.97922,-0.14454,-0.47774,0.16925787036419204
12900.024004653096,3.97793,-0.14454,-0.48016,0.17006525829741248
12960.02199947834,3.97729,-0.14454,-0.48257,0.1708693099168591
13020.022005960345,3.976,-0.14454,-0.48499,0.17167669785007933
13080.02000078559,3.97536,-0.14536,-0.48741,0.17248408578329988
13140.026002004743,3.97471,-0.14536,-0.48982,0.1732881374027465
13200.022005289793,3.97407,-0.14454,-0.49224,0.17409552533596673
13260.020000115037,3.97278,-0.14454,-0.49465,0.17489957695541358
13320.023003965616,3.97214,-0.14536,-0.49707,0.1757069648886339
13380.013002455235,3.9715,-0.14454,-0.49948,0.17651101650808065
13440.019999444485,3.97021,-0.14536,-0.5019,0.17731840444130098
13500.016998499632,3.96957,-0.14536,-0.50432,0.1781257923745212
13560.022999718785,3.96828,-0.14536,-0.50673,0.17892984399396805
13620.017997175455,3.96764,-0.14454,-0.50915,0.17973723192718838
13680.021996796131,3.96635,-0.14454,-0.51156,0.18054128354663512
13740.022003278136,3.96571,-0.14454,-0.51398,0.18134867147985545
13800.024001300335,3.96506,-0.14454,-0.51639,0.18215272309930208
13860.020004585385,3.96442,-0.14454,-0.51881,0.18296011103252252
13920.015002042055,3.96313,-0.14454,-0.52123,0.18376749896574285
13980.019997432828,3.96249,-0.14454,-0.52364,0.18457155058518948
14040.023997053504,3.96185,-0.14454,-0.52606,0.18537893851840992
14100.01700296998,3.96056,-0.14536,-0.52847,0.18618299013785655
14160.016003623605,3.95992,-0.14454,-0.53089,0.18699037807107677
14220.017005875707,3.95927,-0.14454,-0.53331,0.18779776600429732
14280.017998069525,3.95799,-0.14536,-0.53572,0.18860181762374395
14340.0219976902,3.95734,-0.14454,-0.53814,0.18940920555696417
14400.022999942303,3.95606,-0.14454,-0.54055,0.19021325717641102
14460.024997964501,3.95541,-0.14536,-0.54297,0.19102064510963135
14520.023998618126,3.95477,-0.14454,-0.54539,0.1918280330428518
14580.02299927175,3.95413,-0.14454,-0.5478,0.19263208466229842
14640.021004155278,3.95284,-0.14454,-0.55022,0.19343947259551864
14700.016997382045,3.95219,-0.14454,-0.55264,0.19424686052873907
14760.026006028056,3.95155,-0.14454,-0.55505,0.19505091214818582
14820.026002451777,3.95026,-0.14536,-0.55747,0.19585830008140603
14880.022005736828,3.94962,-0.14536,-0.55988,0.1966623517008529
14940.022997930646,3.94898,-0.14536,-0.5623,0.1974697396340731
15000.016003847122,3.94833,-0.14454,-0.56472,0.19827712756729343
15060.022005066276,3.94705,-0.14454,-0.56713,0.1990811791867403
15120.026004686952,3.9464,-0.14536,-0.56955,0.1998885671199605
15180.01499734819,3.94576,-0.14536,-0.57196,0.20069261873940714
15240.02300016582,3.94512,-0.14536,-0.57438,0.20150000667262757
15300.019999220967,3.94447,-0.14536,-0.57679,0.20230405829207432
15360.018999874592,3.94319,-0.14454,-0.57921,0.20311144622529453
15420.01700475812,3.94254,-0.14454,-0.58163,0.20391883415851497
15480.024997517467,3.9419,-0.14536,-0.58404,0.2047228857779616
15540.023002400994,3.94126,-0.14454,-0.58646,0.20553027371118193
15600.015998259187,3.93997,-0.14536,-0.58887,0.2063343253306288
15660.024996846914,3.93933,-0.14536,-0.59129,0.207141713263849
15720.02500332892,3.93868,-0.14536,-0.59371,0.20794910119706933
15780.02000078559,3.93804,-0.14536,-0.59612,0.20875315281651607
15840.021003037691,3.93675,-0.14536,-0.59854,0.2095605407497364
15900.020999461412,3.93611,-0.14536,-0.60095,0.21036459236918326
15960.024999082088,3.93547,-0.14454,-0.60337,0.21117198030240347
16020.018004998565,3.93482,-0.14536,-0.60578,0.21197603192185033
16080.02200461924,3.93418,-0.14454,-0.6082,0.21278341985507054
16140.022001042962,3.93289,-0.14536,-0.61062,0.21359080778829087
16200.021001696587,3.93225,-0.14454,-0.61303,0.21439485940773773
16260.022003948689,3.93161,-0.14536,-0.61545,0.21520224734095794
16320.026003569365,3.93096,-0.14454,-0.61786,0.21600629896040457
16380.025004222989,3.93032,-0.14454,-0.62028,0.216813686893625
16440.017004311085,3.92903,-0.14536,-0.62269,0.21761773851307176
16500.02100393176,3.92839,-0.14536,-0.62511,0.2184251264462922
16560.022006183863,3.92775,-0.14454,-0.62753,0.2192325143795124
16620.01900523901,3.9271,-0.14454,-0.62994,0.22003656599895904
16680.018005892634,3.92582,-0.14454,-0.63236,0.22084395393217948
16740.01600071788,3.92517,-0.14454,-0.63477,0.22164800555162623
16800.017998740077,3.92453,-0.14536,-0.63719,0.22245539348484644
16860.0169993937,3.92389,-0.14536,-0.63961,0.22326278141806688
16920.017005875707,3.92324,-0.14454,-0.64202,0.2240668330375135
16980.022997036576,3.9226,-0.14454,-0.64444,0.22487422097073384
17040.01699872315,3.92196,-0.14536,-0.64685,0.2256782725901807
17100.015999376774,3.92131,-0.14536,-0.64927,0.2264856605234009
17160.022000595927,3.92067,-0.14536,-0.65169,0.22729304845662124
17220.025004446507,3.92003,-0.14454,-0.6541,0.22809710007606798
17280.02400510013,3.91938,-0.14536,-0.65652,0.2289044880092883
17340.019998326898,3.9181,-0.14536,-0.65893,0.22970853962873494
17400.016001611948,3.91745,-0.14454,-0.66135,0.23051592756195538
17460.01599803567,3.91681,-0.14536,-0.66377,0.2313233154951757
17520.02500668168,3.91617,-0.14454,-0.66618,0.23212736711462234
17580.023001506925,3.91552,-0.14454,-0.6686,0.23293475504784278
17640.024003759027,3.91488,-0.14454,-0.67101,0.2337388066672894
17700.021002814174,3.91424,-0.14454,-0.67343,0.23454619460050974
17760.016000270844,3.91359,-0.14536,-0.67585,0.23535358253373018
17820.022997260094,3.91295,-0.14454,-0.67826,0.2361576341531768
17880.020006373525,3.91166,-0.14454,-0.68068,0.23696502208639714
17940.01800119877,3.91102,-0.14454,-0.6831,0.23777241001961757
18000.0260040164,3.91038,-0.14454,-0.68551,0.2385764616390642
18060.023998841643,3.90973,-0.14454,-0.68793,0.23938384957228465
18120.019006356597,3.90909,-0.14536,-0.69034,0.24018790119173128
18180.019998550415,3.90845,-0.14536,-0.69276,0.2409952891249516
18240.02000503242,3.9078,-0.14536,-0.69518,0.24180267705817204
18300.022998824716,3.90716,-0.14536,-0.69759,0.24260672867761868
18360.024996846914,3.90652,-0.14536,-0.70001,0.243414116610839
18420.025999099016,3.90523,-0.14536,-0.70242,0.24421816823028575
18480.019005015492,3.90459,-0.14454,-0.70484,0.24502555616350608
18540.024000406265,3.90394,-0.14536,-0.70725,0.24582960778295282
18600.02300105989,3.9033,-0.14454,-0.70967,0.24663699571617315
18660.021005943418,3.9033,-0.14454,-0.71209,0.24744438364939347
18720.016003400087,3.90201,-0.14536,-0.7145,0.24824843526884022
18780.02099879086,3.90137,-0.14454,-0.71692,0.24905582320206054
18840.026004239917,3.90073,-0.14536,-0.71933,0.2498598748215073
18900.018004328012,3.90008,-0.14454,-0.72175,0.2506672627547276
18960.018000751734,3.89944,-0.14454,-0.72417,0.25147465068794794
19020.019003003836,3.8988,-0.14454,-0.72658,0.2522787023073947
19080.028001591563,3.89815,-0.14454,-0.729,0.253086090240615
19140.02500064671,3.89751,-0.14454,-0.73141,0.25389014186006165
19200.01999810338,3.89687,-0.14454,-0.73383,0.2546975297932821
19260.02300195396,3.89622,-0.14536,-0.73625,0.2555049177265024
19320.022002607584,3.89558,-0.14536,-0.73866,0.25630896934594904
19380.024000629783,3.89494,-0.14536,-0.74108,0.2571163572791695
19440.023001283407,3.89429,-0.14454,-0.74349,0.2579204088986161
19500.017998740077,3.89365,-0.14536,-0.74591,0.25872779683183644
19560.018005222082,3.89301,-0.14454,-0.74833,0.2595351847650569
19620.0189974159,3.89236,-0.14536,-0.75074,0.2603392363845035
19680.017002299428,3.89172,-0.14536,-0.75316,0.26114662431772395
19740.026000887156,3.89108,-0.14454,-0.75557,0.2619506759371706
19800.02500154078,3.89043,-0.14536,-0.75799,0.2627580638703909
19860.017001628876,3.88979,-0.14454,-0.76041,0.26356545180361135
19920.02199701965,3.88915,-0.14536,-0.76282,0.264369503423058
19980.017004534602,3.8885,-0.14454,-0.76524,0.2651768913562783
20040.021999925375,3.88786,-0.14536,-0.76765,0.26598094297572505
20100.02200640738,3.88721,-0.14536,-0.77007,0.2667883309089454
20160.0220028311,3.88657,-0.14454,-0.77249,0.2675957188421657
20220.0240008533,3.88593,-0.14536,-0.7749,0.26839977046161245
20280.023001506925,3.88464,-0.14454,-0.77732,0.2692071583948328
20340.017003193498,3.88464,-0.14454,-0.77973,0.2700112100142794
20400.016003847122,3.884,-0.14536,-0.78215,0.27081859794749985
20460.023000836372,3.88335,-0.14454,-0.78457,0.2716259858807202
20520.0210057199,3.88271,-0.14536,-0.78698,0.2724300375001668
20580.028998479247,3.88207,-0.14536,-0.7894,0.27323742543338725
20640.02300016582,3.88142,-0.14454,-0.79181,0.2740414770528339
20700.02499818802,3.88078,-0.14454,-0.79423,0.2748488649860542
20760.02600044012,3.88014,-0.14454,-0.79665,0.27565625291927465
20820.025996863842,3.87949,-0.14536,-0.79906,0.2764603045387213
20880.021004378796,3.87885,-0.14536,-0.80148,0.2772676924719416
20940.01899920404,3.87821,-0.14536,-0.80389,0.27807174409138835
21000.022998824716,3.87756,-0.14536,-0.80631,0.2788791320246087
21060.01800633967,3.87628,-0.14454,-0.80873,0.2796865199578289
21120.02399750054,3.87563,-0.14454,-0.81114,0.28049057157727575
21180.017999187112,3.87499,-0.14536,-0.81356,0.2812979595104961
21240.018005669117,3.87435,-0.14536,-0.81597,0.2821020111299428
21300.025002658367,3.8737,-0.14536,-0.81839,0.28290939906316315
21360.01900434494,3.87306,-0.14454,-0.82081,0.28371678699638336
21420.021998137236,3.87242,-0.14536,-0.82322,0.2845208386158302
21480.02599775791,3.87177,-0.14454,-0.82564,0.28532822654905055
21540.02400264144,3.87113,-0.14454,-0.82805,0.2861322781684973
21600.028002262115,3.87049,-0.14536,-0.83047,0.2869396661017176
21660.020998120308,3.86984,-0.14536,-0.83289,0.28774705403493783
21720.019998773932,3.8692,-0.14454,-0.8353,0.2885511056543847
21780.016002058983,3.86856,-0.14454,-0.83772,0.289358493587605
21840.02600647509,3.86791,-0.14454,-0.84013,0.29016254520705176
21900.01600496471,3.86727,-0.14536,-0.84255,0.2909699331402721
21960.020004585385,3.86663,-0.14536,-0.84497,0.2917773210734923
22020.017003640532,3.86598,-0.14536,-0.84738,0.29258137269293916
22080.017000064254,3.86534,-0.14536,-0.8498,0.2933887606261595
22140.020003914833,3.8647,-0.14454,-0.85221,0.2941928122456061
22200.021006166935,3.86405,-0.14454,-0.85463,0.29500020017882655
22260.02500578761,3.86341,-0.14454,-0.85705,0.29580758811204677
22320.022004842758,3.86277,-0.14454,-0.85946,0.2966116397314935
22380.017998069525,3.86212,-0.14454,-0.86188,0.29741902766471395
22440.016002953053,3.86148,-0.14536,-0.86429,0.2982230792841606
22500.022999942303,3.86084,-0.14454,-0.86671,0.2990304672173808
22560.017001628876,3.86019,-0.14536,-0.86912,0.29983451883682766
22620.018999651074,3.85955,-0.14454,-0.87154,0.300641906770048
22680.020001903176,3.85891,-0.14454,-0.87396,0.3014492947032682
22740.024001523852,3.85826,-0.14536,-0.87637,0.30225334632271506
22800.018003210425,3.85762,-0.14536,-0.87879,0.30306073425593527
22860.02099700272,3.85698,-0.14454,-0.8812,0.303864785875382
22920.01800611615,3.85633,-0.14454,-0.88362,0.30467217380860245
22980.023001506925,3.85569,-0.14454,-0.88604,0.30547956174182267
23040.017998963594,3.85505,-0.14454,-0.88845,0.3062836133612693
23100.019996985793,3.8544,-0.14454,-0.89087,0.30709100129448974
23160.020999237895,3.85376,-0.14454,-0.89328,0.3078950529139365
23220.01999989152,3.85312,-0.14454,-0.8957,0.3087024408471569
23280.019000545144,3.85247,-0.14454,-0.89811,0.30950649246660356
23340.01599960029,3.85183,-0.14536,-0.90053,0.31031388039982377
23400.016006082296,3.85119,-0.14536,-0.90295,0.3111212683330443
23460.018999874592,3.85054,-0.14454,-0.90536,0.31192531995249095
23520.02099789679,3.8499,-0.14536,-0.90778,0.31273270788571117
23580.022000148892,3.84926,-0.14536,-0.91019,0.313536759505158
23640.023002400994,3.84861,-0.14536,-0.91261,0.31434414743837824
23700.022998824716,3.84797,-0.14536,-0.91503,0.31515153537159857
23760.02300530672,3.84668,-0.14454,-0.91744,0.3159555869910454
23820.022005960345,3.84604,-0.14454,-0.91986,0.31676297492426564
23880.02100661397,3.84604,-0.14536,-0.92227,0.3175670265437125
23940.016999840736,3.84475,-0.14536,-0.92469,0.3183744144769327
24000.01600049436,3.84411,-0.14454,-0.9271,0.31917846609637957
24060.022001713514,3.84347,-0.14454,-0.92952,0.3199858540295999
24120.01900076866,3.84282,-0.14454,-0.93194,0.3207932419628201
24180.018001422286,3.84218,-0.14454,-0.93435,0.32159729358226696
24240.02400264144,3.84154,-0.14536,-0.93677,0.3224046815154872
24300.018004328012,3.84089,-0.14536,-0.93918,0.3232087331349339
24360.017004981637,3.84025,-0.14536,-0.9416,0.32401612106815436
24420.019003003836,3.83961,-0.14536,-0.94401,0.324820172687601
24480.02199679613,3.83896,-0.14454,-0.94643,0.3256275606208212
24540.017004311085,3.83832,-0.14454,-0.94885,0.32643494855404176
