pulse_id,soc_est,current_level,r0_ohm,r1_ohm,c1_f,r2_ohm,c2_f,tau1_s,tau2_s,rmse_v,success,message,nfev
52,0.8508896551724138,5.79882,0.016931943454496626,0.02106125201408483,10.000000000000002,0.015728235002530892,1037.665592168133,0.21061252014084833,16.320648287660774,0.002258472778297225,True,`ftol` termination condition is satisfied.,468
51,0.8466724137931034,2.899,0.016786974166066105,0.020028073734622235,10.000000000000002,0.01609596076825494,1050.0341505003598,0.2002807373462224,16.901308491781695,0.001056282828223794,True,`ftol` termination condition is satisfied.,581
50,0.8445758620689655,1.45032,0.01623596350550974,0.019649735530613874,10.000000000000002,0.017286264154291773,1143.5250754694596,0.19649735530613877,19.767276521621515,0.0005105830585618837,True,`ftol` termination condition is satisfied.,472
49,0.8233827586206895,17.3989,0.03247227691956121,0.006093341529533045,538.6613912935678,0.19196572268545542,1785.8370598206575,3.282247825925147,342.8195017869414,0.006919565577750061,True,`xtol` termination condition is satisfied.,230
48,0.8092827586206897,11.59927,0.0319133276762899,0.0036775884708712624,517.8916027060887,0.01752495786604316,1441.561564757827,1.9045921872729523,25.26330568368817,0.0019386621245642375,True,`ftol` termination condition is satisfied.,693
47,0.8008896551724138,5.79963,0.01541536617163222,0.018242904571211183,10.000000000000002,0.014432508307245054,1133.9186061643425,0.18242904571211185,16.365289703206606,0.0015611466310920209,True,`ftol` termination condition is satisfied.,630
46,0.7966655172413792,2.89982,0.014978853749672422,0.018219761434545154,10.000000000000002,0.014522400099579577,1154.427430206869,0.18219761434545156,16.76505702739363,0.0008528993348419846,True,`ftol` termination condition is satisfied.,665
45,0.7945689655172413,1.4495,0.014912154803328193,0.01747770435752108,10.000000000000002,0.014978670042422286,1161.3169801773358,0.17477704357521082,17.394983860738577,0.000428971363539581,True,`ftol` termination condition is satisfied.,9065
44,0.7732137931034483,17.39972,0.020555917480309265,0.010486043831701031,12.73878372568964,0.013603886066313266,916.9054405413532,0.13357944451014134,12.473477146707342,0.005669847172319916,True,`ftol` termination condition is satisfied.,556
43,0.7592793103448275,11.60008,0.02966596654326061,0.0035461727426529155,477.00565282045056,0.015423211428318562,1480.1875266276825,1.6915444441232417,22.82924517673866,0.0028856667082876016,True,`ftol` termination condition is satisfied.,614
42,0.7508896551724138,5.79963,0.014146102809892638,0.013799516318839446,1191.0840247427973,0.017772245048907512,10.000000000000002,16.436383436547196,0.17772245048907515,0.0017416485144621332,True,`ftol` termination condition is satisfied.,561
41,0.7466689655172413,2.899,0.01364763377711408,0.018020571396358237,10.000000000000002,0.014371430820001849,1191.656643292375,0.1802057139635824,17.12581101027199,0.0008022779705684064,True,`ftol` termination condition is satisfied.,697
40,0.7445724137931033,1.4495,0.014260847810513295,0.01701362732083733,10.000000000000002,0.016639558009147796,1258.7857458219733,0.17013627320837332,20.945638438693095,0.0004024339936104085,True,`ftol` termination condition is satisfied.,585
39,0.673203448275862,17.39972,0.021604370485377156,0.007996749520513324,19.435653681051782,0.011980111781405622,997.0637600793248,0.15542205425481387,11.944935298938908,0.0040362985254678,True,`ftol` termination condition is satisfied.,524
38,0.6592620689655171,11.60008,0.029187746734148624,0.008727632183233858,992.4371204791142,0.09212841521126248,18382.84388146456,8.661626152529456,1693.582273875383,0.003767149618039239,True,`xtol` termination condition is satisfied.,270
37,0.6508689655172413,5.79963,0.013150130570806592,0.01744830677306378,10.000000000000002,0.013227735954438267,1234.3493860030742,0.17448306773063782,16.327647753571664,0.0015051200347574996,True,`ftol` termination condition is satisfied.,520
36,0.6466758620689654,2.899,0.013463400678226165,0.016863300263488007,10.000000000000002,0.013121893200601295,1223.5378623021218,0.1686330026348801,16.055133156020457,0.0006980552643358253,True,`ftol` termination condition is satisfied.,742
35,0.6445758620689654,1.4495,0.013684823441281713,0.016247894786276702,10.05774400146056,0.014363718890440044,1293.8693899853697,0.1634171663230368,18.584776198694993,0.0003718588196916455,True,`ftol` termination condition is satisfied.,590
34,0.5732103448275861,17.3989,0.019823407424752134,0.009108651107194181,15.816821909334777,0.010659599895427356,1028.666382690402,0.1440699123967554,10.965172065356247,0.003405201560466323,True,`ftol` termination condition is satisfied.,548
33,0.5592793103448275,11.59927,0.02540476789312843,0.0047170012468999165,86.93317790486215,0.01159326799225324,1347.3882160339401,0.41006390857420705,15.620632678085473,0.002984629940922571,True,`ftol` termination condition is satisfied.,1022
32,0.5508931034482758,5.79963,0.012547014005652533,0.01749748958560591,10.000000000000002,0.01241622268464976,1248.928412841097,0.17497489585605913,15.50697329102125,0.0014629234520880383,True,`ftol` termination condition is satisfied.,562
31,0.5466689655172413,2.89982,0.012564446724970412,0.017359830993471985,10.000000000000002,0.012926903711456671,1227.3334930771277,0.1735983099347199,15.865621886853804,0.0007174583209180434,True,`ftol` termination condition is satisfied.,565
30,0.5445758620689655,1.45032,0.028852659927521347,0.014703595256078493,1001.6366402983209,0.0003807544784890239,38979.153463360024,14.727659752604792,14.841487248885276,0.0007692746532822699,True,`ftol` termination condition is satisfied.,2946
29,0.4731931034482758,17.39972,0.02048089897177412,0.008530795880190739,17.321724803579297,0.010927300228652988,1199.7770237765958,0.147768098592172,13.110323746246596,0.003046491323054704,True,`ftol` termination condition is satisfied.,2018
28,0.45924827586206896,11.59927,0.02691338399760086,0.003268937638086979,182.28074428150845,0.012434895244720544,1414.7024306683536,0.5958643856803308,17.591676527812506,0.0014716704790749334,True,`ftol` termination condition is satisfied.,354
27,0.4508689655172413,5.79963,0.01267769685811464,0.018132604165562678,10.000000000000002,0.018259788287640126,1130.8413284752041,0.18132604165562682,20.648923244870932,0.0012710336778099232,True,`ftol` termination condition is satisfied.,599
26,0.4466724137931034,2.899,0.012483712725491564,0.018646764694737736,10.000000000000002,0.02093897157513613,896.0918483213263,0.18646764694737739,18.76324174071145,0.0008010952524812598,True,`ftol` termination condition is satisfied.,635
25,0.4445758620689654,1.4495,0.01746042982995091,0.014008586534139927,20.536907047481325,0.02806896454859969,897.6352822624873,0.2876930395182302,25.19569291539803,0.0005080120800556747,True,`ftol` termination condition is satisfied.,610
24,0.3732344827586206,17.39972,0.020415305458475023,0.008990205627790019,17.822877359962973,0.01216976474018848,1236.3147044337463,0.16023133234495043,15.045659097794347,0.002978545606970454,True,`ftol` termination condition is satisfied.,1645
23,0.3592724137931034,11.59927,0.02960894725800701,0.012313815048243009,1125.29424516227,0.00012835625581020298,18633.745713260767,13.856665209780418,2.3917578314735723,0.0040867816957957295,True,`xtol` termination condition is satisfied.,554
22,0.3508827586206896,5.79882,0.012362857773226812,0.01889421091213478,10.000000000000002,0.023384863935356135,1070.756975752926,0.18894210912134782,25.039506185815604,0.001661422323239476,True,`ftol` termination condition is satisfied.,676
21,0.3466655172413793,2.899,0.030179557295782814,0.018216109810168052,662.6156409865526,0.00015230252586762605,18192.04715246903,12.070279278145934,2.770694732023987,0.002260803701587486,True,`xtol` termination condition is satisfied.,852
20,0.34456896551724125,1.4495,0.016261737308425235,0.015316299825052566,17.42793458055937,0.022091514406187614,863.9732162325031,0.26693147136724904,19.08647675296059,0.0005273255401043797,True,`ftol` termination condition is satisfied.,566
19,0.27337931034482754,17.39972,0.020264134287560017,0.009303706501886905,16.706939217445825,0.011882504175535148,1216.4044005480634,0.15543645902398004,14.453930368651692,0.0029626786229192967,True,`ftol` termination condition is satisfied.,700
18,0.25927586206896536,11.59927,0.025878862912049234,0.004877854010091847,91.5784840572536,0.015925679317188496,1339.3708937599677,0.4467064756968067,21.330391340797387,0.002660471498364741,True,`ftol` termination condition is satisfied.,848
17,0.2508896551724137,5.79963,0.030655016492812288,0.01918239550821119,860.6158995527695,0.00011126581968022632,18635.176438067287,16.508674565876177,2.073458181267197,0.003852895519654656,True,`xtol` termination condition is satisfied.,1116
16,0.2466655172413792,2.899,0.03053620000785733,0.01739980528318682,648.3199762418196,0.00014576786404162578,18664.545462379658,11.280641347807967,2.7206909253589013,0.0021245395235834326,True,`xtol` termination condition is satisfied.,1152
15,0.24456896551724117,1.4495,0.03062887103385587,0.0179967861970708,644.9369568052768,0.0003747805052043789,17621.76380347366,11.606792522214054,6.604293540858095,0.0009830940055875433,True,`xtol` termination condition is satisfied.,1153
14,0.17333103448275855,17.3989,0.02084492301586271,0.009559448490723484,15.724333847124889,0.01251111140939804,1139.759384823734,0.1503159594625302,14.25965664343671,0.0029184164961177966,True,`ftol` termination condition is satisfied.,570
13,0.1593724137931033,11.60008,0.028306128429577804,0.003714693177131417,179.83224232699212,0.016490800386037764,1296.8754952556942,0.6680216036003213,21.386514917805517,0.0022267946104517792,True,`ftol` termination condition is satisfied.,758
12,0.15087586206896542,5.79963,0.013547301190419294,0.019132569279192924,10.000000000004928,0.017984335652244523,1022.2067506383491,0.19132569279202352,18.38370930947029,0.00155724023219367,True,`ftol` termination condition is satisfied.,601
11,0.14668275862068958,2.899,0.013906534384667008,0.019218767917915103,10.000000000000002,0.01585216043946861,871.3557849885474,0.19218767917915106,13.812871703497569,0.0008596502953891451,True,`ftol` termination condition is satisfied.,725
10,0.14457241379310348,1.45032,0.013623086825324465,0.01910781080519042,10.000000000000002,0.015870790449198136,888.964297316858,0.19107810805190423,14.108566079534523,0.000514403212192538,True,`ftol` termination condition is satisfied.,496
9,0.12332758620689643,17.3989,0.020015773469992382,0.011443342635397065,11.238231660157576,0.011495554063229886,1164.880793801198,0.12860293550315033,13.390950142359818,0.002625396253373477,True,`ftol` termination condition is satisfied.,553
8,0.1092689655172413,11.60008,0.028478592436877413,0.0046861405558557764,82.93178994975044,0.014239011647060509,1292.7190807740112,0.388630024253238,18.4070420475185,0.0023046270403874634,True,`ftol` termination condition is satisfied.,1080
7,0.10088965517241366,5.79963,0.015996145689672826,0.018197445315400664,10.000000000000002,0.014651275580197125,1078.575273364779,0.18197445315400668,15.802503564053824,0.0012684846980750663,True,`ftol` termination condition is satisfied.,567
6,0.09666551724137917,2.89982,0.01541277707745106,0.019511668675789212,10.000000000000002,0.014131222068323335,974.2398381861866,0.19511668675789215,13.767199501216396,0.000831554426117086,True,`ftol` termination condition is satisfied.,741
5,0.09457241379310344,1.45032,0.014944074142491316,0.019781981755078438,10.000000000000002,0.014217183309197776,1030.8900972301637,0.19781981755078443,14.656353483957957,0.0004794218510266573,True,`ftol` termination condition is satisfied.,339
4,0.07338275862068955,17.3989,0.02030876976186956,0.01323384444918721,10.000000000000203,0.01051872994632971,1283.1237993760403,0.1323384444918748,13.49683273334511,0.0034963476733451773,True,`ftol` termination condition is satisfied.,580
3,0.05927586206896551,11.59927,0.034269539534853816,0.011106672523609014,983.057786222271,0.005841758088751059,258478.77786509588,10.9185009033548,1509.970491363912,0.00541368359405895,True,`xtol` termination condition is satisfied.,134
2,0.05088965517241362,5.79882,0.017651701972534982,0.019841929727152464,10.000000000000002,0.014293437737749102,1092.311904310487,0.19841929727152469,15.612892194464102,0.0015459555400761848,True,`ftol` termination condition is satisfied.,680
1,0.04666551724137924,2.899,0.03664256114696334,0.012677560883733919,677.7803736029242,0.0001366521649282868,19166.65593102279,8.592601952150993,2.619165027409853,0.002412564546774273,True,`ftol` termination condition is satisfied.,1462
