time_s,voltage_v,current_a_raw,ah,temperature_c,current_a,dt_s,soc_est
8.505003154,4.17497,0.0,0.0,25.6307,-0.0,0.10800585100000148,0.04386206896551714
8.601995185,4.17497,0.0,0.0,25.6307,-0.0,0.0969920309999992,0.04386206896551714
8.701994643,4.17497,0.0,0.0,25.6307,-0.0,0.09999945800000098,0.04386206896551714
8.805001527,4.17497,0.0,0.0,25.6307,-0.0,0.10300688399999913,0.04386206896551714
8.905000985,4.17497,0.0,0.0,25.6307,-0.0,0.09999945799999921,0.04386206896551714
9.002998844,4.17497,0.0,0.0,25.6307,-0.0,0.09799785900000124,0.04386206896551714
9.102002531,4.17497,0.0,0.0,25.64191,-0.0,0.09900368699999973,0.04386206896551714
9.202001989,4.17497,0.0,0.0,25.64191,-0.0,0.09999945799999921,0.04386206896551714
9.29799825,4.17497,0.0,0.0,25.6307,-0.0,0.0959962609999998,0.04386206896551714
9.402996674,4.17497,0.0,0.0,25.6307,-0.0,0.10499842400000148,0.04386206896551714
9.499998763,4.17497,0.0,0.0,25.6307,-0.0,0.09700208900000007,0.04386206896551714
9.597000852,4.17497,0.0,0.0,25.64191,-0.0,0.09700208900000007,0.04386206896551714
9.699001908,4.17497,0.0,0.0,25.64191,-0.0,0.10200105599999887,0.04386206896551714
9.799001366,4.17497,0.0,0.0,25.64191,-0.0,0.09999945800000098,0.04386206896551714
9.896999225,4.17497,0.0,0.0,25.64191,-0.0,0.09799785899999947,0.04386206896551714
9.906001389,4.17497,0.0,0.0,25.64191,-0.0,0.00900216399999998,0.04386206896551714
10.01099981,4.13813,-1.38499,-4e-05,25.64191,1.38499,0.10499842099999945,0.04387586206896532
10.11500247,4.12462,-1.43317,-8e-05,25.64191,1.43317,0.1040026600000008,0.04388965517241372
10.21799929,4.12076,-1.44542,-0.00012,25.6307,1.44542,0.10299681999999954,0.0439034482758619
10.32000035,4.11883,-1.44868,-0.00016,25.6307,1.44868,0.10200106000000098,0.0439172413793103
10.41299924,4.11883,-1.4495,-0.0002,25.64191,1.4495,0.09299888999999872,0.04393103448275848
10.51399447,4.11818,-1.4495,-0.00024,25.64191,1.4495,0.10099523000000055,0.04394482758620677
10.61799712,4.11754,-1.4495,-0.00028,25.64191,1.4495,0.10400264999999997,0.04395862068965506
10.71900241,4.11754,-1.45032,-0.00032,25.6307,1.45032,0.1010052899999998,0.04397241379310335
10.82100347,4.1169,-1.45032,-0.00036,25.6307,1.45032,0.10200106000000098,0.04398620689655164
10.91200076,4.1169,-1.4495,-0.0004,25.64191,1.4495,0.0909972899999989,0.04399999999999993
11.01499759,4.11625,-1.4495,-0.00044,25.64191,1.4495,0.10299683000000037,0.04401379310344822
11.11600287,4.11625,-1.4495,-0.00048,25.6307,1.4495,0.10100528000000075,0.04402758620689651
11.2149965,4.11561,-1.4495,-0.00052,25.6307,1.4495,0.09899362999999894,0.044041379310344686
11.31600179,4.11561,-1.4495,-0.00056,25.6307,1.4495,0.1010052899999998,0.04405517241379309
11.41699702,4.11561,-1.4495,-0.0006,25.6307,1.4495,0.10099523000000055,0.044068965517241265
11.5180023,4.11497,-1.4495,-0.00064,25.6307,1.4495,0.10100527999999898,0.044082758620689666
11.61699593,4.11497,-1.4495,-0.00068,25.6307,1.4495,0.09899363000000072,0.044096551724137845
11.72000282,4.11497,-1.4495,-0.00072,25.6307,1.4495,0.10300688999999963,0.04411034482758602
11.81300171,4.11432,-1.4495,-0.00076,25.6307,1.4495,0.0929988900000005,0.044124137931034424
11.91399693,4.11432,-1.45032,-0.0008,25.6307,1.45032,0.10099521999999972,0.0441379310344826
12.01599799,4.11432,-1.45032,-0.00084,25.64191,1.45032,0.10200106000000098,0.044151724137931
12.11700328,4.11368,-1.45032,-0.00088,25.64191,1.45032,0.1010052899999998,0.04416551724137918
12.21599691,4.11368,-1.45032,-0.00092,25.64191,1.45032,0.09899362999999894,0.04417931034482747
12.31999956,4.11368,-1.45032,-0.00096,25.6307,1.45032,0.10400264999999997,0.04419310344827576
12.41299845,4.11368,-1.4495,-0.001,25.6307,1.4495,0.0929988900000005,0.04420689655172405
12.51499951,4.11304,-1.4495,-0.00104,25.6307,1.4495,0.10200106000000098,0.04422068965517234
12.61700056,4.11304,-1.4495,-0.00108,25.6307,1.4495,0.10200104999999837,0.04423448275862063
12.71799579,4.11304,-1.4495,-0.00112,25.6307,1.4495,0.10099523000000055,0.04424827586206881
12.81599365,4.11239,-1.4495,-0.00116,25.6307,1.4495,0.09799785999999955,0.04426206896551721
12.91400157,4.11239,-1.4495,-0.0012,25.6307,1.4495,0.09800792000000058,0.04427586206896539
13.0129952,4.11239,-1.4495,-0.00124,25.6307,1.4495,0.09899363000000072,0.04428965517241379
13.11299466,4.11175,-1.4495,-0.00128,25.6307,1.4495,0.09999945999999937,0.04430344827586197
13.21699731,4.11175,-1.4495,-0.00132,25.6307,1.4495,0.10400264999999997,0.04431724137931037
13.31699677,4.11175,-1.4495,-0.00137,25.6307,1.4495,0.09999945999999937,0.04433448275862062
13.41300309,4.11175,-1.4495,-0.00141,25.6307,1.4495,0.09600632000000076,0.0443482758620688
13.52000311,4.11111,-1.45032,-0.00144,25.6307,1.45032,0.1070000199999992,0.044358620689655126
13.62000257,4.11111,-1.45032,-0.00149,25.6307,1.45032,0.09999946000000115,0.04437586206896538
13.7189962,4.11111,-1.45032,-0.00153,25.64191,1.45032,0.09899362999999894,0.04438965517241367
13.81399669,4.11111,-1.4495,-0.00157,25.64191,1.4495,0.09500049000000033,0.044403448275861956
13.91799934,4.11111,-1.4495,-0.00161,25.64191,1.4495,0.10400264999999997,0.044417241379310246
14.0159972,4.11046,-1.4495,-0.00165,25.6307,1.4495,0.09799785999999955,0.044431034482758536
14.11599666,4.11046,-1.4495,-0.00169,25.6307,1.4495,0.09999946000000115,0.044444827586206825
14.21799771,4.11046,-1.4495,-0.00173,25.6307,1.4495,0.10200105000000015,0.044458620689655004
14.31299821,4.11046,-1.4495,-0.00177,25.6307,1.4495,0.09500049999999938,0.044472413793103405
14.41700086,4.11046,-1.45032,-0.00181,25.64191,1.45032,0.10400264999999997,0.04448620689655158
14.51900192,4.10982,-1.45032,-0.00185,25.64191,1.45032,0.1020010599999992,0.044499999999999984
14.62100297,4.10982,-1.45032,-0.00189,25.64191,1.45032,0.10200105000000015,0.04451379310344816
14.717995,4.10982,-1.45032,-0.00193,25.64191,1.45032,0.0969920300000009,0.04452758620689656
14.81199972,4.10982,-1.45032,-0.00197,25.64191,1.45032,0.09400471999999915,0.04454137931034474
14.91400078,4.10982,-1.4495,-0.00201,25.6307,1.4495,0.10200106000000098,0.04455517241379292
15.01499601,4.10918,-1.4495,-0.00205,25.6307,1.4495,0.10099523000000055,0.04456896551724132
15.11699706,4.10918,-1.4495,-0.00209,25.6307,1.4495,0.10200104999999837,0.0445827586206895
15.21499492,4.10918,-1.4495,-0.00213,25.6307,1.4495,0.09799786000000132,0.0445965517241379
15.31199701,4.10918,-1.45032,-0.00217,25.6307,1.45032,0.09700209000000015,0.04461034482758608
15.4130023,4.10918,-1.45032,-0.00221,25.6307,1.45032,0.1010052899999998,0.04462413793103437
15.51100016,4.10853,-1.45032,-0.00225,25.6307,1.45032,0.09799785999999955,0.04463793103448266
15.61300121,4.10853,-1.45032,-0.00229,25.6307,1.45032,0.10200105000000015,0.04465172413793095
15.71700387,4.10853,-1.4495,-0.00233,25.6307,1.4495,0.10400265999999903,0.04466551724137924
15.82200229,4.10853,-1.45032,-0.00237,25.6307,1.45032,0.10499842000000115,0.04467931034482753
15.91599695,4.10853,-1.4495,-0.00241,25.6307,1.4495,0.0939946599999999,0.044693103448275706
16.01999961,4.10789,-1.45032,-0.00245,25.84366,1.45032,0.10400265999999903,0.04470689655172411
16.1129985,4.10789,-1.45032,-0.00249,25.84366,1.45032,0.0929988900000005,0.044720689655172285
16.21900275,4.10789,-1.4495,-0.00253,25.6307,1.4495,0.10600425000000158,0.044734482758620686
16.31599478,4.10789,-1.4495,-0.00257,25.6307,1.4495,0.09699202999999912,0.044748275862068865
16.41599424,4.10789,-1.4495,-0.00261,25.6307,1.4495,0.09999945999999937,0.04476206896551704
16.51699953,4.10725,-1.4495,-0.00265,25.6307,1.4495,0.1010052899999998,0.044775862068965444
16.61900058,4.10725,-1.4495,-0.0027,25.6307,1.4495,0.10200105000000192,0.044793103448275806
16.71699844,4.10725,-1.4495,-0.00274,25.64191,1.4495,0.09799785999999955,0.044806896551724096
16.8169979,4.10725,-1.4495,-0.00277,25.64191,1.4495,0.09999945999999937,0.0448172413793102
16.91600159,4.10725,-1.4495,-0.00282,25.64191,1.4495,0.09900368999999998,0.044834482758620564
17.01899841,4.10725,-1.4495,-0.00286,25.6307,1.4495,0.10299681999999777,0.044848275862068965
17.11999364,4.1066,-1.4495,-0.0029,25.6307,1.4495,0.10099523000000232,0.04486206896551714
17.22000316,4.1066,-1.45032,-0.00294,25.6307,1.45032,0.10000952000000041,0.044875862068965544
17.31300205,4.1066,-1.4495,-0.00298,25.6307,1.4495,0.0929988900000005,0.04488965517241372
17.41300151,4.1066,-1.45032,-0.00302,25.6307,1.45032,0.09999945999999937,0.0449034482758619
17.51599833,4.1066,-1.45032,-0.00306,25.6307,1.45032,0.10299681999999777,0.0449172413793103
17.61899516,4.1066,-1.45032,-0.0031,25.6307,1.45032,0.10299683000000215,0.04493103448275848
17.71199405,4.10596,-1.4495,-0.00314,25.6307,1.4495,0.0929988900000005,0.04494482758620688
17.81299934,4.10596,-1.4495,-0.00318,25.6307,1.4495,0.1010052899999998,0.04495862068965506
17.91500039,4.10596,-1.4495,-0.00322,25.6307,1.4495,0.10200104999999837,0.04497241379310324
18.01799722,4.10596,-1.4495,-0.00326,25.6307,1.4495,0.10299683000000215,0.04498620689655164
18.11999828,4.10596,-1.4495,-0.0033,25.6307,1.4495,0.1020010599999992,0.04499999999999982
18.21900196,4.10596,-1.45032,-0.00334,25.6307,1.45032,0.09900367999999915,0.04501379310344822
18.31099503,4.10532,-1.4495,-0.00338,25.64191,1.4495,0.0919930700000009,0.0450275862068964
18.41400191,4.10532,-1.4495,-0.00342,25.64191,1.4495,0.1030068799999988,0.0450413793103448
18.51299554,4.10532,-1.4495,-0.00346,25.64191,1.4495,0.09899362999999894,0.04505517241379298
18.61199923,4.10532,-1.4495,-0.0035,25.6307,1.4495,0.09900368999999998,0.045068965517241266
18.71400028,4.10532,-1.45032,-0.00354,25.6307,1.45032,0.10200105000000192,0.045082758620689556
18.81499551,4.10532,-1.45032,-0.00358,25.64191,1.45032,0.10099522999999877,0.045096551724137846
18.91699657,4.10467,-1.45032,-0.00362,25.64191,1.45032,0.1020010599999992,0.045110344827586135
19.01800185,4.10467,-1.4495,-0.00366,25.64191,1.4495,0.10100528000000253,0.045124137931034425
19.11800131,4.10467,-1.45032,-0.0037,25.64191,1.45032,0.09999945999999937,0.0451379310344826
19.21899654,4.10467,-1.45032,-0.00374,25.64191,1.45032,0.10099522999999877,0.045151724137931004
19.32000183,4.10467,-1.45032,-0.00378,25.64191,1.45032,0.1010052899999998,0.04516551724137918
19.41300072,4.10467,-1.45032,-0.00382,25.64191,1.45032,0.0929988900000005,0.04517931034482758
19.51500177,4.10403,-1.45032,-0.00386,25.64191,1.45032,0.10200105000000192,0.04519310344827576
19.61700283,4.10403,-1.4495,-0.0039,25.64191,1.4495,0.1020010599999992,0.04520689655172394
19.71899383,4.10403,-1.4495,-0.00394,25.6307,1.4495,0.10199099999999817,0.04522068965517234
19.81200278,4.10403,-1.45032,-0.00398,25.6307,1.45032,0.09300895000000153,0.04523448275862052
19.91799697,4.10403,-1.45032,-0.00402,25.6307,1.45032,0.10599419000000054,0.04524827586206892
19.91799697,4.10403,-1.45032,-0.00402,25.6307,1.45032,0.0,0.04524827586206892
20.03199756,4.13508,0.0,-0.00402,25.6307,-0.0,0.11400058999999985,0.04524827586206892
20.12699805,4.15117,0.0,-0.00402,25.6307,-0.0,0.09500049000000033,0.04524827586206892
20.22999488,4.15632,0.0,-0.00402,25.6307,-0.0,0.1029968299999986,0.04524827586206892
20.33300176,4.15825,0.0,-0.00402,25.6307,-0.0,0.1030068799999988,0.04524827586206892
20.42800225,4.15889,0.0,-0.00402,25.64191,-0.0,0.09500049000000033,0.04524827586206892
20.53199485,4.15953,0.0,-0.00402,25.64191,-0.0,0.10399260000000154,0.04524827586206892
20.62800117,4.15953,0.0,-0.00402,25.6307,-0.0,0.09600632000000076,0.04524827586206892
20.73299959,4.15953,0.0,-0.00402,25.6307,-0.0,0.1049984199999976,0.04524827586206892
20.82599849,4.16018,0.0,-0.00402,25.6307,-0.0,0.09299890000000133,0.04524827586206892
20.93000114,4.16018,0.0,-0.00402,25.6307,-0.0,0.10400265000000175,0.04524827586206892
21.0259974,4.16018,0.0,-0.00402,25.6307,-0.0,0.09599625999999972,0.04524827586206892
21.13200165,4.16018,0.0,-0.00402,25.6307,-0.0,0.10600424999999802,0.04524827586206892
21.22799791,4.16082,0.0,-0.00402,25.6307,-0.0,0.09599625999999972,0.04524827586206892
21.32599577,4.16082,0.0,-0.00402,25.6307,-0.0,0.09799785999999955,0.04524827586206892
21.42799683,4.16082,0.0,-0.00402,25.64191,-0.0,0.10200106000000275,0.04524827586206892
21.52700052,4.16082,0.0,-0.00402,25.64191,-0.0,0.09900368999999998,0.04524827586206892
21.62699997,4.16082,0.0,-0.00402,25.6307,-0.0,0.09999944999999855,0.04524827586206892
21.7279952,4.16082,0.0,-0.00402,25.6307,-0.0,0.10099522999999877,0.04524827586206892
21.82999626,4.16146,0.0,-0.00402,25.6307,-0.0,0.10200106000000275,0.04524827586206892
21.92699835,4.16146,0.0,-0.00402,25.6307,-0.0,0.09700209000000015,0.04524827586206892
22.0330026,4.16146,0.0,-0.00402,25.6307,-0.0,0.10600424999999802,0.04524827586206892
22.12699726,4.16146,0.0,-0.00402,25.64191,-0.0,0.0939946599999999,0.04524827586206892
22.22499512,4.16146,0.0,-0.00402,25.64191,-0.0,0.09799785999999955,0.04524827586206892
22.3300036,4.16146,0.0,-0.00402,25.64191,-0.0,0.10500848000000218,0.04524827586206892
22.42699564,4.16146,0.0,-0.00402,25.6307,-0.0,0.09699203999999995,0.04524827586206892
22.52399772,4.16211,0.0,-0.00402,25.6307,-0.0,0.09700207999999932,0.04524827586206892
22.63099775,4.16211,0.0,-0.00402,25.6307,-0.0,0.10700002999999825,0.04524827586206892
22.72899561,4.16211,0.0,-0.00402,25.6307,-0.0,0.09799785999999955,0.04524827586206892
22.82500193,4.16211,0.0,-0.00402,25.64191,-0.0,0.09600632000000076,0.04524827586206892
22.93099612,4.16211,0.0,-0.00402,25.64191,-0.0,0.10599419000000054,0.04524827586206892
23.02899398,4.16211,0.0,-0.00402,25.64191,-0.0,0.09799785999999955,0.04524827586206892
23.12799767,4.16211,0.0,-0.00402,25.64191,-0.0,0.09900368999999998,0.04524827586206892
23.22700135,4.16211,0.0,-0.00402,25.64191,-0.0,0.09900367999999915,0.04524827586206892
23.32999818,4.16211,0.0,-0.00402,25.64191,-0.0,0.10299683000000215,0.04524827586206892
23.42599444,4.16275,0.0,-0.00402,25.64191,-0.0,0.09599625999999972,0.04524827586206892
23.5299971,4.16275,0.0,-0.00402,25.64191,-0.0,0.10400265999999903,0.04524827586206892
23.62799495,4.16275,0.0,-0.00402,25.64191,-0.0,0.09799785000000227,0.04524827586206892
23.73499498,4.16275,0.0,-0.00402,25.64191,-0.0,0.10700002999999825,0.04524827586206892
23.8310013,4.16275,0.0,-0.00402,25.64191,-0.0,0.09600632000000076,0.04524827586206892
23.93599972,4.16275,0.0,-0.00402,25.64191,-0.0,0.10499842000000115,0.04524827586206892
24.02499542,4.16275,0.0,-0.00402,25.64191,-0.0,0.08899569999999812,0.04524827586206892
24.1280023,4.16275,0.0,-0.00402,25.6307,-0.0,0.1030068799999988,0.04524827586206892
24.22699593,4.16275,0.0,-0.00402,25.6307,-0.0,0.0989936300000025,0.04524827586206892
24.32500385,4.16275,0.0,-0.00402,25.6307,-0.0,0.09800792000000058,0.04524827586206892
24.43000227,4.16275,0.0,-0.00402,25.6307,-0.0,0.1049984199999976,0.04524827586206892
24.52399693,4.16339,0.0,-0.00402,25.6307,-0.0,0.0939946599999999,0.04524827586206892
24.63200279,4.16339,0.0,-0.00402,25.6307,-0.0,0.10800586000000223,0.04524827586206892
24.72500168,4.16339,0.0,-0.00402,25.6307,-0.0,0.09299888999999695,0.04524827586206892
24.8300001,4.16339,0.0,-0.00402,25.64191,-0.0,0.10499842000000115,0.04524827586206892
24.92700219,4.16339,0.0,-0.00402,25.64191,-0.0,0.09700209000000015,0.04524827586206892
25.02900325,4.16339,0.0,-0.00402,25.6307,-0.0,0.1020010599999992,0.04524827586206892
25.12900271,4.16339,0.0,-0.00402,25.6307,-0.0,0.09999946000000293,0.04524827586206892
25.2240032,4.16339,0.0,-0.00402,25.6307,-0.0,0.09500048999999677,0.04524827586206892
25.32900162,4.16339,0.0,-0.00402,25.6307,-0.0,0.10499842000000115,0.04524827586206892
25.42799525,4.16339,0.0,-0.00402,25.6307,-0.0,0.09899362999999894,0.04524827586206892
25.52799471,4.16339,0.0,-0.00402,25.6307,-0.0,0.09999946000000293,0.04524827586206892
25.62999576,4.16339,0.0,-0.00402,25.6307,-0.0,0.10200104999999837,0.04524827586206892
25.73399842,4.16404,0.0,-0.00402,25.6307,-0.0,0.10400265999999903,0.04524827586206892
25.82699731,4.16404,0.0,-0.00402,25.6307,-0.0,0.0929988900000005,0.04524827586206892
25.93300156,4.16404,0.0,-0.00402,25.6307,-0.0,0.10600425000000158,0.04524827586206892
26.03000365,4.16404,0.0,-0.00402,25.64191,-0.0,0.09700209000000015,0.04524827586206892
26.12699568,4.16404,0.0,-0.00402,25.64191,-0.0,0.09699202999999912,0.04524827586206892
26.22599937,4.16404,0.0,-0.00402,25.64191,-0.0,0.09900368999999998,0.04524827586206892
26.3289962,4.16404,0.0,-0.00402,25.64191,-0.0,0.1029968299999986,0.04524827586206892
26.43000148,4.16404,0.0,-0.00402,25.64191,-0.0,0.10100528000000253,0.04524827586206892
26.52599774,4.16404,0.0,-0.00402,25.64191,-0.0,0.09599625999999972,0.04524827586206892
26.6279988,4.16404,0.0,-0.00402,25.64191,-0.0,0.1020010599999992,0.04524827586206892
26.73200145,4.16404,0.0,-0.00402,25.6307,-0.0,0.1040026499999982,0.04524827586206892
26.82900354,4.16404,0.0,-0.00402,25.6307,-0.0,0.09700209000000015,0.04524827586206892
26.93499774,4.16468,0.0,-0.00402,25.6307,-0.0,0.10599420000000137,0.04524827586206892
27.0329956,4.16404,0.0,-0.00402,25.6307,-0.0,0.09799785999999955,0.04524827586206892
27.12999769,4.16468,0.0,-0.00402,25.6307,-0.0,0.09700209000000015,0.04524827586206892
27.22999714,4.16468,0.0,-0.00402,25.6307,-0.0,0.09999944999999855,0.04524827586206892
27.33100243,4.16468,0.0,-0.00402,25.6307,-0.0,0.10100529000000336,0.04524827586206892
27.42999606,4.16468,0.0,-0.00402,25.6307,-0.0,0.09899362999999894,0.04524827586206892
27.52499655,4.16468,0.0,-0.00402,25.6307,-0.0,0.09500049000000033,0.04524827586206892
27.62600183,4.16468,0.0,-0.00402,25.6307,-0.0,0.10100527999999898,0.04524827586206892
27.72399969,4.16468,0.0,-0.00402,25.64191,-0.0,0.09799785999999955,0.04524827586206892
27.83199549,4.16468,0.0,-0.00402,25.64191,-0.0,0.1079958000000012,0.04524827586206892
27.9300034,4.16468,0.0,-0.00402,25.6307,-0.0,0.09800790999999975,0.04524827586206892
28.02800126,4.16468,0.0,-0.00402,25.6307,-0.0,0.09799785999999955,0.04524827586206892
28.12699489,4.16468,0.0,-0.00402,25.6307,-0.0,0.09899362999999894,0.04524827586206892
