pulse_id,soc_test,current_mean_a,ocv_v,v1_init_v,v2_init_v,r0_ohm,r1_ohm,c1_f,r2_ohm,c2_f,tau1_s,tau2_s,r_total_ohm,rmse_v,mae_v
32,1.0,-2.8993981188118805,3.6523477987147492,0.018520871388589107,-0.02965250336654565,0.016289596081815842,0.012053187200188265,8.194835121998707,0.007288166226545852,869.8056375746617,0.09877388180012805,6.339288071430831,0.03563094950854996,0.0029828562840630607,0.0014337912533277652
33,1.0,-5.79971415841584,3.6405609642617205,0.03325472525802016,-0.05359275098238377,0.016289596081815842,0.012053187200188265,8.194835121998707,0.007288166226545852,869.8056375746617,0.09877388180012805,6.339288071430831,0.03563094950854996,0.006030833959035215,0.0027551732835775977
34,1.0,-11.599622673267325,3.631071483129729,0.008732596799758054,-0.03406094852256118,0.016289596081815842,0.012053187200188265,8.194835121998707,0.007288166226545852,869.8056375746617,0.09877388180012805,6.339288071430831,0.03563094950854996,0.00511888107186781,0.0027010354346718966
35,1.0,-17.399378712871282,3.606000803858081,0.045386869936486364,-0.08806470578555083,0.016289596081815842,0.012053187200188265,8.194835121998707,0.007288166226545852,869.8056375746617,0.09877388180012805,6.339288071430831,0.03563094950854996,0.004469704152547278,0.002509086352141129
36,1.0,-1.449040594059406,3.598194433050795,0.0020485909455889104,-0.006061377265827806,0.018201775190684166,0.011103650084994199,9.181948110071653,0.00815483703045733,904.9747357421876,0.10195313891280944,7.379921486658727,0.037460262306135694,0.0010168689051251267,0.0006457695502899776
37,1.0,-2.8993171287128714,3.592781494133141,0.016591084785101427,-0.02616886082084665,0.018201775190684166,0.011103650084994199,9.181948110071653,0.00815483703045733,904.9747357421876,0.10195313891280944,7.379921486658727,0.037460262306135694,0.002850578873771588,0.0014535420999511348
38,1.0,-5.7998104950495035,3.580715832484909,0.03285386729383038,-0.053206612815811356,0.018201775190684166,0.011103650084994199,9.181948110071653,0.00815483703045733,904.9747357421876,0.10195313891280944,7.379921486658727,0.037460262306135694,0.00635121335636149,0.0031435428830193283
39,1.0,-11.59981514851485,3.571307093200038,0.016904599503212984,-0.04344685952984689,0.018201775190684166,0.011103650084994199,9.181948110071653,0.00815483703045733,904.9747357421876,0.10195313891280944,7.379921486658727,0.037460262306135694,0.0037534083249399037,0.0022511592766234967
40,1.0,-17.39935455445544,3.5465805740413914,0.047885047137570254,-0.09336266242941058,0.018201775190684166,0.011103650084994199,9.181948110071653,0.00815483703045733,904.9747357421876,0.10195313891280944,7.379921486658727,0.037460262306135694,0.0049976683696468915,0.0026311419982765418
41,1.0,-1.4490161386138616,3.545873147700596,0.00253989458807552,-0.0065060728691425295,0.0175239787820423,0.013444976531126317,7.325954008488596,0.009451513361416926,864.1370100956733,0.09849727971223994,8.167402497014129,0.04042046867458554,0.0012457109339659013,0.000812057303716041
42,1.0,-2.8992358415841575,3.540714828284727,0.017631526475944938,-0.027796163875350763,0.0175239787820423,0.013444976531126317,7.325954008488596,0.009451513361416926,864.1370100956733,0.09849727971223994,8.167402497014129,0.04042046867458554,0.0034980805728744993,0.0019077907441926016
43,1.0,-5.79978603960396,3.5294429287622484,0.03146683551342005,-0.05162291211517493,0.0175239787820423,0.013444976531126317,7.325954008488596,0.009451513361416926,864.1370100956733,0.09849727971223994,8.167402497014129,0.04042046867458554,0.006578766996220871,0.0033133764487413824
44,1.0,-11.599686831683165,3.5195085500518255,0.019860160110346636,-0.045441045917638444,0.0175239787820423,0.013444976531126317,7.325954008488596,0.009451513361416926,864.1370100956733,0.09849727971223994,8.167402497014129,0.04042046867458554,0.004310058875679646,0.0023989714737652633
45,1.0,-17.399378910891084,3.488474206890344,0.05129012758437313,-0.09890429895032019,0.0175239787820423,0.013444976531126317,7.325954008488596,0.009451513361416926,864.1370100956733,0.09849727971223994,8.167402497014129,0.04042046867458554,0.006377048234533056,0.003687450609444524
46,1.0,-1.448992079207921,3.509006803104158,0.005362707174452918,-0.008212925927226214,0.019446567676635673,0.014035642874967192,7.2803272334863225,0.01070558269295064,793.5587717422245,0.10218407306211191,8.495509052602726,0.044187793244553505,0.0018147686416457153,0.0013053013401724805
47,1.0,-2.899300891089108,3.5038244851757216,0.022110703532150566,-0.030565123348826138,0.019446567676635673,0.014035642874967192,7.2803272334863225,0.01070558269295064,793.5587717422245,0.10218407306211191,8.495509052602726,0.044187793244553505,0.004167011246686509,0.002462413220776885
48,1.0,-5.7996978217821775,3.4921983943677435,0.039547505414537346,-0.05705720625811967,0.019446567676635673,0.014035642874967192,7.2803272334863225,0.01070558269295064,793.5587717422245,0.10218407306211191,8.495509052602726,0.044187793244553505,0.007281104267900823,0.004195401842719133
49,1.0,-11.599614653465343,3.4868237709380656,0.027798821391945738,-0.044243826197704256,0.019446567676635673,0.014035642874967192,7.2803272334863225,0.01070558269295064,793.5587717422245,0.10218407306211191,8.495509052602726,0.044187793244553505,0.0041495931967147565,0.0025682491943637554
50,1.0,-17.399240891089104,3.4467499518679174,0.06351664073885784,-0.1071737945448935,0.019446567676635673,0.014035642874967192,7.2803272334863225,0.01070558269295064,793.5587717422245,0.10218407306211191,8.495509052602726,0.044187793244553505,0.008996513753437425,0.005233753877844342
51,1.0,-1.4491544554455444,3.4602049397150267,0.00971499136692795,-0.005228198297497938,0.019130774867444418,0.01941412674293225,5.982743140305147,0.014211178209807432,505.4462590435294,0.11614973359629263,7.182986862748087,0.052756079820184106,0.003190678993950624,0.0027153378263013316
52,1.0,-2.899325148514851,3.458906596080386,0.02473508993437835,-0.02277448835481206,0.019130774867444418,0.01941412674293225,5.982743140305147,0.014211178209807432,505.4462590435294,0.11614973359629263,7.182986862748087,0.052756079820184106,0.006223297009972895,0.004722245119968553
53,1.0,-5.799698019801979,3.4548645596489145,0.043359092485146446,-0.04221738177810549,0.019130774867444418,0.01941412674293225,5.982743140305147,0.014211178209807432,505.4462590435294,0.11614973359629263,7.182986862748087,0.052756079820184106,0.010345010312601691,0.006759574383586903
54,1.0,-11.599598613861383,3.463447207505318,0.01778864538742279,-0.0009882727550449123,0.019130774867444418,0.01941412674293225,5.982743140305147,0.014211178209807432,505.4462590435294,0.11614973359629263,7.182986862748087,0.052756079820184106,0.00630097655034582,0.004988673449011996
55,1.0,-17.399403267326726,3.396697972202246,0.1055622448166506,-0.1394186049790473,0.019130774867444418,0.01941412674293225,5.982743140305147,0.014211178209807432,505.4462590435294,0.11614973359629263,7.182986862748087,0.052756079820184106,0.01917241435324537,0.012406163256729412
56,1.0,-1.4491300990099012,3.4151397950055484,0.015007029914786783,0.016744927138365888,0.02203252999651086,0.026282731905252883,7.04796900475023,0.03166146926005159,176.57663970932268,0.18523987982838228,5.590675850199925,0.07997673116181533,0.006157889678811041,0.005613454300642859
57,1.0,-2.8993333663366325,3.433709948932754,-0.0460681721121112,0.09089141340309186,0.02203252999651086,0.026282731905252883,7.04796900475023,0.03166146926005159,176.57663970932268,0.18523987982838228,5.590675850199925,0.07997673116181533,0.009155969096124119,0.007945690759953883
58,1.0,-5.799617722772276,3.459888875702778,-0.0795451297863972,0.1543087610621311,0.02203252999651086,0.026282731905252883,7.04796900475023,0.03166146926005159,176.57663970932268,0.18523987982838228,5.590675850199925,0.07997673116181533,0.01263831874166661,0.009131422465946355
59,1.0,-11.599566534653462,3.4795544865298886,-0.09790107302600085,0.19999999999999998,0.02203252999651086,0.026282731905252883,7.04796900475023,0.03166146926005159,176.57663970932268,0.18523987982838228,5.590675850199925,0.07997673116181533,0.019603350713040965,0.014674666946201944
60,1.0,-1.448983861386139,3.3330075276323536,-0.058733245133096516,-0.001962532809548085,0.02203252999651086,0.026282731905252883,7.04796900475023,0.03166146926005159,176.57663970932268,0.18523987982838228,5.590675850199925,0.07997673116181533,0.011296032092104592,0.01005490839482641
61,1.0,-2.8992358415841584,3.450138541106895,-0.10461123349727314,0.19999999999999998,0.030519101977798658,0.03906678445433379,13.876922395650816,0.08374799180338925,106.96090728067973,0.5421267361204077,8.957761186225444,0.1533338782355217,0.009672951542721747,0.0056771065140505984
62,1.0,-5.799721881188118,3.4619902846410344,-0.0878941701752246,0.19999999999999998,0.030519101977798658,0.03906678445433379,13.876922395650816,0.08374799180338925,106.96090728067973,0.5421267361204077,8.957761186225444,0.1533338782355217,0.02069330591264933,0.014809117858175486
63,1.0,-11.5995225,3.3603051217033926,0.1044140301716922,-0.06913551591896992,0.030519101977798658,0.03906678445433379,13.876922395650816,0.08374799180338925,106.96090728067973,0.5421267361204077,8.957761186225444,0.1533338782355217,0.033261241699046436,0.027136218331076566
64,1.0,-1.449162178217822,3.1960508849957563,-0.1320406525813993,-0.011041835427799617,0.030519101977798658,0.03906678445433379,13.876922395650816,0.08374799180338925,106.96090728067973,0.5421267361204077,8.957761186225444,0.1533338782355217,0.021662791314010135,0.016150815473593042
65,1.0,-2.8992846534653456,3.100163006217617,0.07534312572992982,-0.19999999999999998,0.030519101977798658,0.03906678445433379,13.876922395650816,0.08374799180338925,106.96090728067973,0.5421267361204077,8.957761186225444,0.1533338782355217,0.03708642757672641,0.03346850360202238
66,1.0,-5.8005194285714285,3.181866006363148,0.044485650583822235,-0.07757676894961,1.0000000000000003e-05,0.046622934227475925,3.9020888224577934,0.09367667060258345,25.733619987127955,0.18192683051921868,2.4106398429462432,0.1403096048300594,0.007234795488257951,0.004355922294082661
